Unnamed: 0,listing_url,last_scraped,description,host_url,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,amenities,has_availability,calendar_last_scraped,first_review,last_review,license,instant_bookable,id,host_id,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,room_type_encoded
868,https://www.airbnb.com/rooms/16592047,2024-09-05,"My place is close to Derby Bike Trails, Pioneer Lake + Bushland. My place is good for couples and solo adventurers. Now with  Wifi + Foxtel",https://www.airbnb.com/users/show/33329640,2015-05-14,No hay tiempo de respuesta,No hay porcentaje de respuesta,100%,f,"['email', 'phone']",t,neighborhood not highlighted,Dorset,Room in bed and breakfast,Hotel room,"[""Dishes and silverware"", ""First aid kit"", ""Microwave"", ""Indoor fireplace"", ""Heating"", ""Free parking on premises"", ""Fireplace guards"", ""Extra pillows and blankets"", ""TV with standard cable"", ""Cooking basics"", ""Dryer"", ""Oven"", ""Lake access"", ""Host greets you"", ""Washer"", ""High chair"", ""Breakfast"", ""Kitchen"", ""Iron"", ""Stove"", ""Bed linens"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Fire extinguisher"", ""Hot water""]",t,2024-09-05,2017-02-09,2022-12-29,No cuenta con licencia,t,16592047,33329640.0,6.0,6.0,2.0,2.0,2.0,2.0,106.0,1.0,1125.0,30,60.0,90.0,365.0,19.0,0.0,0.0,4.89,4.89,4.89,4.89,4.92,6.0,0.0,0.0,0.0,0.21,3
888,https://www.airbnb.com/rooms/16772704,2024-09-05,"This room is an officially AAA accredited 4 star room with a King bed that can be split into two single beds on request and with a stylish sofa that can be converted to a sofa bed for a 3rd guest . The room offers a north facing window with vista view of Penguin and the Bass Strait. Ensuite, Interior table, ceiling fan, heating, quality robes, slippers, towels and spa products. Mini Bar, fridge, tea/coffee facilities including Lavazza pods. 3 minute walk to shops and beaches.",https://www.airbnb.com/users/show/110365837,2017-01-07,within an hour,100%,89%,t,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Central Coast,Room in bed and breakfast,Hotel room,"[""Dishes and silverware"", ""Private hot tub"", ""TV"", ""Outdoor dining area"", ""Hangers"", ""Hair dryer"", ""First aid kit"", ""Crib"", ""Indoor fireplace"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Outdoor furniture"", ""Barbecue utensils"", ""Extra pillows and blankets"", ""Exterior security cameras on property"", ""Coffee maker"", ""Dryer"", ""Shower gel"", ""Washer"", ""Keypad"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Pets allowed"", ""Iron"", ""BBQ grill"", ""Bed linens"", ""Self check-in"", ""Smoke alarm"", ""Shared backyard \u2013 Fully fenced"", ""Refrigerator"", ""Essentials"", ""Fire extinguisher"", ""Hot water""]",t,2024-09-05,2017-02-13,2024-03-30,No cuenta con licencia,f,16772704,110365837.0,5.0,5.0,2.0,1.0,1.0,3.0,200.0,1.0,5.0,19,37.0,64.0,321.0,54.0,2.0,0.0,4.85,4.94,5.0,5.0,4.83,5.0,1.0,0.0,0.0,0.59,3
958,https://www.airbnb.com/rooms/17545070,2024-09-05,"The Racecourse Inn was purpose built as a coaching inn in 1860 by ticket-of-leave convict William Dean, and is now a heritage B&B. The Queen Suite is a Queen sized bedroom with separate sitting room (with a sofa bed), with an interconnecting bathroom in between.  The bathroom has a shower, and separate toilet, with doors from both sides (bedroom and sitting room).  All linen and towels are provided, and bathroom amenities.  The tariff includes a full cooked and continental breakfast for two.",https://www.airbnb.com/users/show/33324258,2015-05-13,No hay tiempo de respuesta,No hay porcentaje de respuesta,No hay porcentaje de aceptacion,f,"['email', 'phone']",t,Neighborhood highlights,Northern Midlands,Room in bed and breakfast,Hotel room,"[""Dishes and silverware"", ""TV"", ""Hangers"", ""Hair dryer"", ""Crib"", ""AC - split type ductless system"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Baby bath"", ""Extra pillows and blankets"", ""Free street parking"", ""Shared backyard \u2013 Not fully fenced"", ""Coffee maker"", ""Host greets you"", ""High chair"", ""Breakfast"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Bed linens"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Iron"", ""Hot water""]",t,2024-09-05,2019-01-01,2023-03-11,No cuenta con licencia,t,17545070,33324258.0,3.0,6.0,3.0,1.0,1.0,2.0,199.0,1.0,1125.0,0,38.81,61.53,217.37,9.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.13,3
996,https://www.airbnb.com/rooms/18024873,2024-09-05,"Delightful heritage bedroom with twelve foot ceiling and king bed.  The bathroom features a double spa bath, and tea, coffee, biscuits, sweets and port are provided, along with all bedding and towels.  The tariff includes a full cooked and continental breakfast, and guests are welcome to use the guest lounge in the dining room and also the English cottage style garden.",https://www.airbnb.com/users/show/33324258,2015-05-13,No hay tiempo de respuesta,No hay porcentaje de respuesta,No hay porcentaje de aceptacion,f,"['email', 'phone']",t,Neighborhood highlights,Northern Midlands,Room in bed and breakfast,Hotel room,"[""Dishes and silverware"", ""TV"", ""Hangers"", ""Hair dryer"", ""Crib"", ""Indoor fireplace"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Exterior security cameras on property"", ""Shared backyard \u2013 Not fully fenced"", ""Coffee maker"", ""High chair"", ""Breakfast"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Bed linens"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Iron"", ""Hot water""]",t,2024-09-05,2021-09-16,2023-11-20,No cuenta con licencia,t,18024873,33324258.0,3.0,6.0,2.0,1.0,1.0,1.0,230.0,1.0,1125.0,0,38.81,61.53,217.37,4.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,0.0,0.11,3
1150,https://www.airbnb.com/rooms/20236541,2024-09-05,"This spacious bedroom has direct access to Corinda’s spectacular first floor verandah, with its elaborate ironwork and two-way views over the harbour, the garden and Mount Wellington.<br /><br />The bed is a full King size with handmade interior sprung mattress and a quilted latex overlay. The sheets and pillowcases are of finest quality cotton.<br /><br />The antique furniture includes a beautifully figured 150 year old mahogany wardrobe with ample hanging space, big drawers and deep shelves.",https://www.airbnb.com/users/show/4501536,2012-12-27,within an hour,100%,100%,t,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Hobart,Room in bed and breakfast,Hotel room,"[""Hangers"", ""Hair dryer"", ""First aid kit"", ""Crib"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Extra pillows and blankets"", ""Free street parking"", ""Coffee maker"", ""Dryer"", ""Shower gel"", ""Washer"", ""Indoor fireplace: gas"", ""High chair"", ""Keypad"", ""Carbon monoxide alarm"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Iron"", ""Bed linens"", ""Self check-in"", ""Smoke alarm"", ""Shared backyard \u2013 Fully fenced"", ""40 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Netflix"", ""Refrigerator"", ""Essentials"", ""Fire extinguisher"", ""Hot water""]",t,2024-09-05,2017-12-15,2024-02-25,No cuenta con licencia,t,20236541,4501536.0,2.56,14.0,2.0,1.0,1.0,1.0,363.0,1.0,1125.0,25,48.0,68.0,323.0,13.0,2.0,0.0,5.0,5.0,5.0,4.96,5.0,2.36,6.0,0.0,0.0,0.16,3
1192,https://www.airbnb.com/rooms/20888564,2024-09-05,"Cosy ground floor studio room ideal for up to 2 guests.  New bathroom, sink, microwave and tea & coffee making facilities.  Free car parking, free wi-fi and free movies.",https://www.airbnb.com/users/show/29958565,2015-03-24,within an hour,100%,88%,f,"['email', 'phone']",t,neighborhood not highlighted,Launceston,Room in boutique hotel,Hotel room,"[""TV"", ""Hangers"", ""Hair dryer"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Air conditioning"", ""Single level home"", ""Dryer"", ""Gym"", ""Shower gel"", ""Washer"", ""Conditioner"", ""Mini fridge"", ""Smoke alarm"", ""Essentials"", ""Iron"", ""Hot water""]",t,2024-09-05,2017-09-17,2022-07-04,No cuenta con licencia,f,20888564,29958565.0,7.0,7.0,2.0,1.0,1.0,3.0,200.0,1.0,31.0,0,38.81,61.53,157.0,145.0,0.0,0.0,4.93,4.8,4.97,4.96,4.92,7.0,5.0,0.0,0.0,1.71,3
1371,https://www.airbnb.com/rooms/22229426,2024-09-05,"“Birch Lane” is a fully self-contained B&B apartment in the heart of the Huon Valley, between Cygnet and Huonville.  Luxury self-catering kitchen, breakfast provided, private courtyard, covered parking, unlimited free WIFI, close to shops and tourist attractions.  The apartment is semidetached but private and lockable.<br />''Birch Lane'' sleeps up to 5 guests on a combination of bedding ;QS, Dbl Murphy Bed, 2x Single foldaways.  <br />Extra guests are $10 pp per night. Portacot available.",https://www.airbnb.com/users/show/162432657,2017-12-12,within an hour,100%,100%,t,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Huon Valley,Room in bed and breakfast,Hotel room,"[""Dishes and silverware"", ""Body soap"", ""Clothing storage: closet and wardrobe"", ""TV"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Hangers"", ""Children\u2019s books and toys"", ""Hair dryer"", ""First aid kit"", ""Crib"", ""Coffee maker: pour-over coffee"", ""Microwave"", ""Indoor fireplace"", ""Heating"", ""Free parking on premises"", ""Cleaning products"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Wifi"", ""Outdoor furniture"", ""Air conditioning"", ""Extra pillows and blankets"", ""Single level home"", ""Toaster"", ""Shared backyard \u2013 Not fully fenced"", ""Fire extinguisher"", ""Cooking basics"", ""Dryer"", ""Oven"", ""Lockbox"", ""Shower gel"", ""Long term stays allowed"", ""Washer"", ""Dining table"", ""Private patio or balcony"", ""Conditioner"", ""Breakfast"", ""Freezer"", ""Dedicated workspace"", ""Baking sheet"", ""Changing table"", ""Luggage dropoff allowed"", ""Kitchen"", ""Hot water kettle"", ""Stainless steel electric stove"", ""Bed linens"", ""Children\u2019s dinnerware"", ""Self check-in"", ""Smoke alarm"", ""Room-darkening shades"", ""Dishwasher"", ""Refrigerator"", ""Essentials"", ""Wine glasses"", ""Iron"", ""Hot water""]",t,2024-09-05,2018-01-09,2024-08-24,No cuenta con licencia,t,22229426,162432657.0,1.0,1.0,5.0,1.5,1.0,1.0,179.0,1.0,29.0,14,23.0,36.0,261.0,133.0,18.0,1.0,4.98,4.95,4.98,5.0,4.92,1.0,0.0,0.0,0.0,1.64,3
1528,https://www.airbnb.com/rooms/23884822,2024-09-05,Este airbnb no cuenta con una descripcion detallada,https://www.airbnb.com/users/show/3588292,2012-09-16,within an hour,100%,91%,f,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Hobart,Room in boutique hotel,Hotel room,"[""Dishes and silverware"", ""TV"", ""Outdoor dining area"", ""Hangers"", ""Hair dryer"", ""First aid kit"", ""Crib"", ""Coffee"", ""Microwave"", ""Heating"", ""Cleaning products"", ""Shampoo"", ""Wifi"", ""Outdoor furniture"", ""Air conditioning"", ""Free street parking"", ""Exterior security cameras on property"", ""Toaster"", ""Cooking basics"", ""Dryer"", ""Lockbox"", ""Washer"", ""Backyard"", ""Mini fridge"", ""Luggage dropoff allowed"", ""Hot water kettle"", ""Iron"", ""Self check-in"", ""Smoke alarm"", ""Wine glasses"", ""Refrigerator"", ""Essentials"", ""Fire extinguisher"", ""Hot water""]",t,2024-09-05,2018-04-14,2024-05-12,PLN-17-723,t,23884822,3588292.0,4.0,7.0,3.0,1.0,2.0,2.0,220.0,2.0,1125.0,11,29.0,39.0,259.0,28.0,4.0,0.0,4.89,4.79,4.97,4.93,4.96,3.0,2.0,0.0,0.0,0.36,3
1529,https://www.airbnb.com/rooms/23904101,2024-09-05,"My place is a 1960s motel which has great river views right on your doorstep; its close to the beach, restaurants and dining, and family-friendly activities. You’ll love my place because of the location- right on the water, the friendly service and the cosiness. My place is good for couples, solo adventurers, business travelers, families (with kids), and furry friends in some of our pet rooms- not all room types(pets). For a trip back to simpler holiday experiences-you will love your stay here!",https://www.airbnb.com/users/show/27806743,2015-02-15,within an hour,100%,99%,t,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Waratah/Wynyard,Room in hotel,Hotel room,"[""Dishes and silverware"", ""Hangers"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Microwave"", ""AC - split type ductless system"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""EV charger"", ""Exterior security cameras on property"", ""Fast wifi \u2013 72 Mbps"", ""Long term stays allowed"", ""Paid washer \u2013 In building"", ""High chair"", ""43 inch HDTV"", ""Luggage dropoff allowed"", ""Pets allowed"", ""Paid dryer \u2013 In building"", ""BBQ grill"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Iron"", ""Hot water""]",t,2024-09-05,2018-03-29,2024-08-27,No cuenta con licencia,f,23904101,27806743.0,5.0,5.0,3.0,1.0,1.0,2.0,138.0,1.0,1125.0,24,46.0,76.0,331.0,162.0,49.0,0.4,4.91,4.93,4.97,4.95,4.98,4.0,1.0,0.0,0.0,2.07,3
1541,https://www.airbnb.com/rooms/23999633,2024-09-05,"On your next visit to Hobart why not experience Oceana B&B,  located in sunny Howrah.  Relax in our compact and stylish Queen Suite offering fine linen, quality amenities, elegant ensuite, Wifi, plus more.  Oceana B&B is 10 minutes from Hobart Airport and perfectly positioned to enjoy local attractions and day trips.  Take in the magnificent views across the beautiful River Derwent to Hobart City and majestic Kunanyi Mount Wellington.  The sunsets can be amazing!  Let us spoil you.  Be tempted.",https://www.airbnb.com/users/show/91083444,2016-08-21,No hay tiempo de respuesta,No hay porcentaje de respuesta,No hay porcentaje de aceptacion,f,"['email', 'phone']",t,Neighborhood highlights,Clarence,Room in bed and breakfast,Hotel room,"[""Outdoor dining area"", ""Hangers"", ""Hair dryer"", ""Clothing storage: walk-in closet"", ""Mor Snow Gardenia conditioner"", ""First aid kit"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Sonos sound system"", ""Extra pillows and blankets"", ""Single level home"", ""Safe"", ""Host greets you"", ""Breakfast"", ""Mor Snow Gardenia body soap"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Bed linens"", ""40 inch HDTV with Netflix"", ""Smoke alarm"", ""Room-darkening shades"", ""Wine glasses"", ""Refrigerator"", ""Essentials"", ""Fire extinguisher"", ""Hot water""]",t,2024-09-05,2018-04-01,2022-08-02,Exempt: This listing falls under the 'home sharing' exemption,t,23999633,91083444.0,1.0,2.0,2.0,1.0,1.0,1.0,210.0,1.0,1125.0,26,53.0,59.0,147.0,10.0,0.0,0.0,5.0,5.0,5.0,5.0,4.92,1.0,0.0,0.0,0.0,0.13,3
1648,https://www.airbnb.com/rooms/25325443,2024-09-05,Este airbnb no cuenta con una descripcion detallada,https://www.airbnb.com/users/show/2834904,2012-07-05,within an hour,100%,100%,f,"['email', 'phone']",t,Neighborhood highlights,Circular Head,Room in boutique hotel,Hotel room,"[""Cooking basics"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Luggage dropoff allowed"", ""TV"", ""Patio or balcony"", ""Long term stays allowed"", ""Stove"", ""Hangers"", ""Refrigerator"", ""Iron"", ""Microwave""]",t,2024-09-05,2019-02-09,2024-07-07,No cuenta con licencia,t,25325443,2834904.0,10.0,11.0,5.0,1.0,1.0,3.0,200.0,1.0,365.0,26,51.0,73.0,321.0,16.0,5.0,0.0,4.93,4.91,4.97,4.96,4.81,10.0,0.0,0.0,0.0,0.24,3
1649,https://www.airbnb.com/rooms/25325531,2024-09-05,Este airbnb no cuenta con una descripcion detallada,https://www.airbnb.com/users/show/2834904,2012-07-05,within an hour,100%,100%,f,"['email', 'phone']",t,Neighborhood highlights,Circular Head,Room in hotel,Hotel room,"[""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Luggage dropoff allowed"", ""TV"", ""Patio or balcony"", ""Long term stays allowed"", ""Hangers"", ""Self check-in"", ""Smoke alarm"", ""Hair dryer"", ""Essentials"", ""Iron"", ""Hot water"", ""Building staff""]",t,2024-09-05,2020-11-22,2024-04-03,No cuenta con licencia,t,25325531,2834904.0,10.0,11.0,3.0,1.0,1.0,3.0,200.0,1.0,365.0,26,47.0,63.0,299.0,10.0,4.0,0.0,4.9,5.0,5.0,4.96,4.9,10.0,0.0,0.0,0.0,0.22,3
1650,https://www.airbnb.com/rooms/25327311,2024-09-05,Este airbnb no cuenta con una descripcion detallada,https://www.airbnb.com/users/show/2834904,2012-07-05,within an hour,100%,100%,f,"['email', 'phone']",t,Neighborhood highlights,Circular Head,Room in boutique hotel,Hotel room,"[""Free parking on premises"", ""Shampoo"", ""Wifi"", ""TV"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Fire extinguisher""]",t,2024-09-05,2019-10-19,2024-06-14,No cuenta con licencia,t,25327311,2834904.0,10.0,11.0,3.0,1.0,1.0,3.0,200.0,1.0,365.0,26,49.0,68.0,318.0,27.0,2.0,0.0,4.78,4.89,4.97,4.96,4.81,10.0,0.0,0.0,0.0,0.45,3
1666,https://www.airbnb.com/rooms/25587355,2024-09-05,One of our basic rooms if you are just looking for a room for the night in a fully serviced motel. all the basics you would expect plus Air Conditioning and Foxtel TV,https://www.airbnb.com/users/show/27806743,2015-02-15,within an hour,100%,99%,t,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Waratah/Wynyard,Room in hotel,Hotel room,"[""Hangers"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Air conditioning"", ""Exterior security cameras on property"", ""TV with standard cable"", ""Fast wifi \u2013 75 Mbps"", ""Dryer"", ""Host greets you"", ""Washer"", ""High chair"", ""Luggage dropoff allowed"", ""Pets allowed"", ""Smoke alarm"", ""Room-darkening shades"", ""Essentials"", ""Iron"", ""Waterfront"", ""Hot water""]",t,2024-09-05,2023-12-25,2024-09-01,No cuenta con licencia,t,25587355,27806743.0,5.0,5.0,3.0,1.0,1.0,3.0,200.0,1.0,1125.0,23,45.0,75.0,330.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,4.9,4.0,1.0,0.0,0.0,1.5,3
1668,https://www.airbnb.com/rooms/25629966,2024-09-05,"This north-facing, more modern room has an en suite bathroom with a modern walk-in shower. Rooms in this category have had recent modernization, whilst still retaining some original design features. These air-conditioned rooms have a selection of Twining's tea, a coffee pod machine, microwave, complimentary bottle of water, complimentary cable channels and a large king-sized bed. There is car parking right outside your door, complimentary WiFi and views over the river precinct area.",https://www.airbnb.com/users/show/27806743,2015-02-15,within an hour,100%,99%,t,"['email', 'phone', 'work_email']",t,Neighborhood highlights,Waratah/Wynyard,Room in hotel,Hotel room,"[""Dishes and silverware"", ""Hangers"", ""Fast wifi \u2013 76 Mbps"", ""Hair dryer"", ""Microwave"", ""AC - split type ductless system"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""EV charger"", ""Extra pillows and blankets"", ""Waterfront"", ""Coffee maker"", ""Host greets you"", ""Long term stays allowed"", ""Paid washer \u2013 In building"", ""43 inch HDTV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Paid dryer \u2013 In building"", ""Iron"", ""Bed linens"", ""Smoke alarm"", ""Room-darkening shades"", ""Refrigerator"", ""Essentials"", ""Fire extinguisher"", ""Hot water""]",t,2024-09-05,2018-06-29,2024-05-01,No cuenta con licencia,t,25629966,27806743.0,5.0,5.0,2.0,1.0,1.0,1.0,165.0,1.0,1125.0,29,53.0,83.0,348.0,56.0,7.0,0.0,4.89,4.93,4.96,4.96,5.0,4.0,1.0,0.0,0.0,0.74,3
1692,https://www.airbnb.com/rooms/25954302,2024-09-05,Este airbnb no cuenta con una descripcion detallada,https://www.airbnb.com/users/show/2834904,2012-07-05,within an hour,100%,100%,f,"['email', 'phone']",t,Neighborhood highlights,Circular Head,Room in boutique hotel,Hotel room,"[""Bathtub"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Shared patio or balcony"", ""TV"", ""Hair dryer""]",t,2024-09-05,2020-01-09,2022-01-30,No cuenta con licencia,t,25954302,2834904.0,10.0,11.0,2.0,1.0,1.0,3.0,200.0,1.0,365.0,22,37.0,54.0,302.0,6.0,0.0,0.0,5.0,4.83,5.0,4.96,4.92,10.0,0.0,0.0,0.0,0.11,3
1693,https://www.airbnb.com/rooms/25954414,2024-09-05,Este airbnb no cuenta con una descripcion detallada,https://www.airbnb.com/users/show/2834904,2012-07-05,within an hour,100%,100%,f,"['email', 'phone']",t,Neighborhood highlights,Circular Head,Room in boutique hotel,Hotel room,"[""Shampoo"", ""Wifi"", ""Kitchen"", ""TV"", ""Iron""]",t,2024-09-05,2020-01-04,2020-01-04,No cuenta con licencia,t,25954414,2834904.0,10.0,11.0,2.0,1.0,1.0,3.0,200.0,1.0,365.0,27,52.0,70.0,313.0,1.0,0.0,0.0,5.0,5.0,5.0,4.96,5.0,10.0,0.0,0.0,0.0,0.02,3
1694,https://www.airbnb.com/rooms/25954931,2024-09-05,Este airbnb no cuenta con una descripcion detallada,https://www.airbnb.com/users/show/2834904,2012-07-05,within an hour,100%,100%,f,"['email', 'phone']",t,Neighborhood highlights,Circular Head,Room in boutique hotel,Hotel room,"[""Bathtub"", ""Shampoo"", ""Wifi"", ""TV"", ""Hair dryer""]",t,2024-09-05,2019-10-05,2022-07-05,No cuenta con licencia,t,25954931,2834904.0,10.0,11.0,2.0,1.0,1.0,3.0,200.0,1.0,365.0,23,43.0,62.0,317.0,7.0,0.0,0.0,4.86,4.71,4.97,4.96,5.0,10.0,0.0,0.0,0.0,0.12,3
1695,https://www.airbnb.com/rooms/25955046,2024-09-05,"Character rooms with cozy attic style sloping ceilings, located  up one flight of stairs on the second level overlooking the car park.  Bathrooms have a walk in shower.<br /><br />Queen bed",https://www.airbnb.com/users/show/2834904,2012-07-05,within an hour,100%,100%,f,"['email', 'phone']",t,Neighborhood highlights,Circular Head,Room in boutique hotel,Hotel room,"[""Shampoo"", ""Wifi"", ""TV"", ""Smoke alarm"", ""Hair dryer""]",t,2024-09-05,2019-10-05,2023-12-28,No cuenta con licencia,t,25955046,2834904.0,10.0,11.0,2.0,1.0,1.0,3.0,200.0,1.0,365.0,27,50.0,71.0,325.0,24.0,5.0,0.0,4.93,4.91,4.97,4.96,4.79,10.0,0.0,0.0,0.0,0.4,3
1719,https://www.airbnb.com/rooms/26455554,2024-09-05,"Clydesdale Manor is a boutique hotel in the  heart of Sandy Bay, Hobart. Ideally located for both holiday travellers and business visitors alike, it’s within 500 metres of Wrest Point Casino, Royal Hobart Yacht Club, University of Tasmania and the shops and restaurants of Sandy Bay. Our private suites are large hotel style rooms with ensuite.  We provide a daily complimentary continental breakfast and complimentary port and chocolates in hotel lounge.  We look forward to welcoming you to Hobart.",https://www.airbnb.com/users/show/49383522,2015-11-18,within an hour,99%,100%,f,"['email', 'phone', 'work_email']",t,neighborhood not highlighted,Hobart,Room in boutique hotel,Hotel room,"[""Dishes and silverware"", ""TV"", ""Hangers"", ""Hair dryer"", ""First aid kit"", ""Microwave"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Air conditioning"", ""Extra pillows and blankets"", ""Cooking basics"", ""Coffee maker"", ""Oven"", ""Washer"", ""Keypad"", ""Backyard"", ""Breakfast"", ""Luggage dropoff allowed"", ""Kitchen"", ""Iron"", ""Stove"", ""Bed linens"", ""Self check-in"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Fire extinguisher"", ""Hot water""]",t,2024-09-05,2018-09-09,2024-03-31,"Exempt: This listing is a hotel, motel, or caravan park",t,26455554,49383522.0,2.56,3.23,2.0,1.0,1.0,1.0,299.0,1.0,28.0,0,38.81,61.53,217.37,82.0,3.0,0.0,4.88,4.89,4.98,4.96,4.91,2.36,1.7,0.0,0.0,1.12,3
1721,https://www.airbnb.com/rooms/26457431,2024-09-05,"Clydesdale Manor is a boutique hotel in the  heart of Sandy Bay, Hobart. Ideally located for both holiday travellers and business visitors alike, it’s within 500 metres of Wrest Point Casino, Royal Hobart Yacht Club, University of Tasmania and the shops and restaurants of Sandy Bay. Our private suites are large hotel style rooms with ensuite.  We provide a daily complimentary continental breakfast and complimentary port and chocolates in hotel lounge.  We look forward to welcoming you to Hobart.",https://www.airbnb.com/users/show/49383522,2015-11-18,within an hour,99%,100%,f,"['email', 'phone', 'work_email']",t,neighborhood not highlighted,Hobart,Room in boutique hotel,Hotel room,"[""Dishes and silverware"", ""TV"", ""Hangers"", ""Hair dryer"", ""First aid kit"", ""Microwave"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Air conditioning"", ""Extra pillows and blankets"", ""Cooking basics"", ""Coffee maker"", ""Oven"", ""Lockbox"", ""Washer"", ""Backyard"", ""Breakfast"", ""Luggage dropoff allowed"", ""Kitchen"", ""Iron"", ""Stove"", ""Bed linens"", ""Self check-in"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Fire extinguisher"", ""Hot water""]",t,2024-09-05,2018-10-06,2024-05-04,"Exempt: This listing is a hotel, motel, or caravan park",t,26457431,49383522.0,2.56,3.23,2.0,1.0,1.0,1.0,299.0,1.0,28.0,0,38.81,61.53,217.37,50.0,1.0,0.0,4.8,4.72,4.97,4.86,4.84,2.36,1.7,0.0,0.0,0.69,3
1801,https://www.airbnb.com/rooms/28055504,2024-09-05,"Each room features views of the d'Entrecasteaux channel, Satellite Island and the mountains of southern Tasmania. Sitting on a gentle hill behind the much loved Hotel Bruny, these architecturally designed lodge units are convenient yet private, functional and spacious.<br /><br />Need multiple rooms? Book through AirBnB or call the Hotel Bruny for last minute deals and availability.",https://www.airbnb.com/users/show/58528798,2016-02-12,within an hour,100%,100%,f,"['email', 'phone', 'work_email']",t,neighborhood not highlighted,Kingborough,Room in boutique hotel,Hotel room,"[""Dishes and silverware"", ""Body soap"", ""TV"", ""Hangers"", ""Hair dryer"", ""Microwave"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Wifi"", ""Air conditioning"", ""Free street parking"", ""Cooking basics"", ""Host greets you"", ""Private patio or balcony"", ""Conditioner"", ""Kitchen"", ""Iron"", ""Hot water kettle"", ""Cleaning available during stay"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Fire extinguisher"", ""Hot water""]",t,2024-09-05,2019-03-19,2024-07-31,"Exempt: This listing is a hotel, motel, or caravan park",t,28055504,58528798.0,2.56,16.0,2.0,1.0,1.0,1.0,225.0,1.0,365.0,29,55.0,84.0,359.0,59.38,47.0,0.0,4.8,4.75,4.9,4.84,4.89,2.36,1.7,0.0,0.0,1.71,3
